0;0;0;0;land;false;unknown;0
1;39;46;4;land;false;plains;1
2;24;13;51;land;false;plains;1
3;41;25;8;land;false;plains;1
4;38;41;6;land;false;plains;1
5;21;66;0;land;false;plains;1
6;20;25;12;land;false;plains;1
7;4;60;7;land;false;plains;1
8;67;4;19;land;false;plains;1
9;23;44;19;land;false;plains;1
10;10;55;30;land;false;plains;1
11;5;26;49;land;false;plains;1
12;18;33;34;land;false;plains;1
13;57;36;3;land;false;plains;1
14;9;27;52;land;false;plains;1
15;24;50;12;land;false;plains;1
16;133;215;189;land;false;plains;1
17;237;166;218;land;false;plains;1
18;197;252;183;land;false;plains;1
19;202;191;250;land;false;plains;1
20;200;134;235;land;false;plains;1
21;192;244;102;land;false;plains;1
22;153;236;115;land;false;plains;1
23;107;236;173;land;false;plains;1
24;201;86;245;land;false;plains;1
25;135;162;214;land;false;plains;1
26;185;168;181;land;false;plains;1
27;92;171;253;land;false;plains;1
28;131;237;156;land;false;plains;1
29;245;141;211;land;false;plains;1
30;245;116;201;land;false;plains;1
31;193;120;210;land;false;plains;1
32;222;245;78;land;false;plains;1
33;190;232;168;land;false;plains;1
34;234;31;248;land;false;plains;1
35;183;101;248;land;false;plains;1
36;229;210;126;land;false;plains;1
37;242;175;225;land;false;plains;1
38;71;248;206;land;false;plains;1
39;251;157;200;land;false;plains;1
40;196;253;117;land;false;plains;1
41;213;206;105;land;false;plains;1
42;216;205;102;land;false;plains;1
43;228;175;151;land;false;plains;1
44;230;197;190;land;false;plains;1
45;254;191;206;land;false;plains;1
46;90;224;215;land;false;plains;1
47;210;247;154;land;false;plains;1
48;243;238;36;land;false;plains;1
49;244;232;129;land;false;plains;1
50;244;195;251;land;false;plains;1
51;173;222;175;land;false;plains;1
52;214;64;235;land;false;plains;1
53;169;226;180;land;false;plains;1
54;243;185;104;land;false;plains;1
55;203;134;216;land;false;plains;1
56;241;198;99;land;false;plains;1
57;163;179;217;land;false;plains;1
58;202;198;252;land;false;plains;1
59;174;142;211;land;false;plains;1
60;206;242;150;land;false;plains;1
61;173;214;221;land;false;plains;1
62;253;182;156;land;false;plains;1
63;113;177;246;land;false;plains;1
64;244;218;186;land;false;plains;1
65;235;104;191;land;false;plains;1
66;254;236;11;land;false;plains;1
67;161;132;220;land;false;plains;1
68;207;229;140;land;false;plains;1
69;207;201;135;land;false;plains;1
70;213;156;223;land;false;plains;1
71;162;211;206;land;false;plains;1
72;206;225;163;land;false;plains;1
73;61;221;238;land;false;plains;1
74;177;206;250;land;false;plains;1
75;248;82;209;land;false;plains;1
76;143;251;179;land;false;plains;1
77;228;100;200;land;false;plains;1
78;250;252;150;land;false;plains;1
79;253;112;139;land;false;plains;1
80;154;148;228;land;false;plains;1
81;97;239;234;land;false;plains;1
82;109;156;249;land;false;plains;1
83;183;81;237;land;false;plains;1
84;245;254;132;land;false;plains;1
85;134;250;240;land;false;plains;1
86;183;232;105;land;false;plains;1
87;148;231;146;land;false;plains;1
88;167;237;244;land;false;plains;1
89;195;176;201;land;false;plains;1
90;242;163;195;land;false;plains;1
91;214;152;238;land;false;plains;1
92;251;220;88;land;false;plains;1
93;211;237;245;land;false;plains;1
94;168;220;238;land;false;plains;1
95;135;142;238;land;false;plains;1
96;208;149;153;land;false;plains;1
97;230;112;163;land;false;plains;1
98;229;73;238;land;false;plains;1
99;213;138;243;land;false;plains;1
100;188;224;205;land;false;plains;1
101;241;179;227;land;false;plains;1
102;254;119;165;land;false;plains;1
103;223;174;146;land;false;plains;1
104;165;246;92;land;false;plains;1
105;204;179;218;land;false;plains;1
106;129;148;250;land;false;plains;1
107;103;246;242;land;false;plains;1
108;164;131;212;land;false;plains;1
109;153;196;200;land;false;plains;1
110;92;251;240;land;false;plains;1
111;187;126;195;land;false;plains;1
112;115;236;200;land;false;plains;1
113;240;173;106;land;false;plains;1
114;10;4;9;land;false;plains;1
115;7;12;48;land;false;plains;1
116;2;41;44;land;false;plains;1
117;8;74;11;land;false;plains;1
118;69;16;4;land;false;plains;1
119;46;31;3;land;false;plains;1
120;18;51;12;land;false;plains;1
121;84;1;12;land;false;plains;1
122;5;24;52;land;false;plains;1
123;3;55;26;land;false;plains;1
124;5;13;19;land;false;plains;1
125;16;35;28;land;false;plains;1
126;30;9;18;land;false;plains;1
127;21;37;36;land;false;plains;1
128;18;14;1;land;false;plains;1
129;17;9;21;land;false;plains;1
130;129;244;144;land;false;plains;1
131;250;44;238;land;false;plains;1
132;224;176;134;land;false;plains;1
133;234;253;72;land;false;plains;1
134;184;186;149;land;false;plains;1
135;229;248;149;land;false;plains;1
136;254;127;136;land;false;plains;1
137;166;183;161;land;false;plains;1
138;187;241;116;land;false;plains;1
139;144;220;233;land;false;plains;1
140;174;186;144;land;false;plains;1
141;203;172;212;land;false;plains;1
142;136;243;189;land;false;plains;1
143;230;235;59;land;false;plains;1
144;102;214;253;land;false;plains;1
145;188;177;208;land;false;plains;1
146;80;233;240;land;false;plains;1
147;233;213;157;land;false;plains;1
148;214;121;177;land;false;plains;1
149;114;211;225;land;false;plains;1
150;175;155;220;land;false;plains;1
151;180;249;113;land;false;plains;1
152;223;231;220;land;false;plains;1
153;173;152;204;land;false;plains;1
154;27;8;6;land;false;plains;1
155;210;115;242;land;false;plains;1
156;233;76;206;land;false;plains;1
157;157;170;201;land;false;plains;1
158;242;245;247;land;false;plains;1
159;240;106;218;land;false;plains;1
160;168;222;210;land;false;plains;1
161;205;213;103;land;false;plains;1
162;232;236;122;land;false;plains;1
163;189;229;125;land;false;plains;1
164;230;206;250;land;false;plains;1
165;206;184;149;land;false;plains;1
166;205;175;145;land;false;plains;1
167;167;247;89;land;false;plains;1
168;154;209;182;land;false;plains;1
169;244;144;153;land;false;plains;1
170;240;173;235;land;false;plains;1
171;143;250;166;land;false;plains;1
172;65;230;230;land;false;plains;1
173;237;96;216;land;false;plains;1
174;212;241;126;land;false;plains;1
175;147;194;242;land;false;plains;1
176;88;240;240;land;false;plains;1
177;226;103;210;land;false;plains;1
178;200;223;229;land;false;plains;1
179;244;246;235;land;false;plains;1
180;67;228;240;land;false;plains;1
181;240;155;151;land;false;plains;1
182;204;123;225;land;false;plains;1
183;224;123;213;land;false;plains;1
184;122;223;164;land;false;plains;1
185;11;53;29;land;false;plains;1
186;246;169;109;land;false;plains;1
187;243;228;144;land;false;plains;1
188;213;213;111;land;false;plains;1
189;142;187;235;land;false;plains;1
190;127;207;241;land;false;plains;1
191;228;242;123;land;false;plains;1
192;145;219;162;land;false;plains;1
193;132;253;173;land;false;plains;1
194;113;157;239;land;false;plains;1
195;234;203;152;land;false;plains;1
196;194;111;233;land;false;plains;1
197;166;219;194;land;false;plains;1
198;185;247;171;land;false;plains;1
199;189;234;163;land;false;plains;1
200;219;232;211;land;false;plains;1
201;27;248;237;land;false;plains;1
202;212;159;180;land;false;plains;1
203;193;248;202;land;false;plains;1
204;211;168;150;land;false;plains;1
205;152;229;185;land;false;plains;1
206;213;161;229;land;false;plains;1
207;242;107;178;land;false;plains;1
208;65;246;227;land;false;plains;1
209;77;243;203;land;false;plains;1
210;220;224;178;land;false;plains;1
211;86;251;174;land;false;plains;1
212;244;170;193;land;false;plains;1
213;238;242;242;land;false;plains;1
214;118;247;222;land;false;plains;1
215;221;66;245;land;false;plains;1
216;235;184;91;land;false;plains;1
217;61;248;232;land;false;plains;1
218;235;117;201;land;false;plains;1
219;115;187;228;land;false;plains;1
220;203;189;227;land;false;plains;1
221;222;74;216;land;false;plains;1
222;181;161;199;land;false;plains;1
