1;scout_tower;2275.00;10.20;2023.00;3.34;0
1;anti_air_building;2314.00;11.35;2024.00;6.11;0
1;anti_air_building;2258.00;10.28;2030.00;2.49;0
1;anti_air_building;2298.00;11.75;2025.00;5.51;0
1;air_base;2296.00;13.18;2039.00;0.43;0
1;industrial_complex;2291.00;11.03;2026.00;4.56;0
1;industrial_complex;2263.00;11.95;2040.00;0.94;0
1;industrial_complex;2305.00;11.13;2019.00;2.50;0
1;industrial_complex;2257.00;11.18;2041.00;5.16;0
1;industrial_complex;2303.00;10.50;2012.00;3.00;0
1;industrial_complex;2270.00;10.05;2020.00;4.21;0
1;arms_factory;2289.00;10.20;2013.00;0.94;0
1;arms_factory;2309.00;10.95;2019.00;5.07;0
1;arms_factory;2272.00;10.15;2023.00;6.28;0
1;arms_factory;2292.00;10.88;2022.00;4.12;0
1;arms_factory;2296.00;12.43;2035.00;5.67;0
1;arms_factory;2307.00;11.73;2026.00;3.51;0
1;dockyard;2283.00;9.85;2001.00;0.00;0
1;mine;2275.00;10.35;2026.00;6.18;0
1;wall;2263.00;12.63;2044.00;5.23;0
1;wall;2307.00;12.20;2039.00;3.07;0
1;wall;2300.00;12.80;2041.00;3.17;0
1;wall;2290.00;12.73;2038.00;1.01;0
1;wall;2284.00;11.23;2029.00;3.68;0
1;wall;2274.00;12.05;2038.00;0.06;0
1;wall;2277.00;10.00;2012.00;1.62;0
1;wall;2295.00;12.25;2034.00;5.74;0
1;wall;2305.00;10.95;2018.00;0.67;0
1;wall;2286.00;10.07;2010.00;3.68;0
1;wall;2284.00;14.15;2045.00;1.52;0
1;wall;2249.00;10.35;2040.00;4.19;0
1;wall;2274.00;10.00;2013.00;0.57;0
1;wall;2268.00;10.10;2023.00;2.13;0
1;wall;2242.00;10.18;2040.00;6.25;0
1;wall;2259.00;10.05;2026.00;1.17;0
1;wall;2249.00;10.13;2036.00;5.30;0
1;wall;2267.00;13.50;2045.00;0.58;0
1;wall;2286.00;10.80;2024.00;3.24;0
1;wall;2265.00;10.55;2033.00;5.91;0
1;wall;2296.00;11.55;2024.00;3.74;0
1;wall;2273.00;10.10;2021.00;5.30;0
1;wall;2260.00;10.50;2032.00;1.68;0
1;wall;2310.00;11.53;2026.00;5.81;0
1;wall;2309.00;11.28;2022.00;0.74;0
1;wall;2289.00;10.57;2018.00;3.75;0
1;wall;2299.00;12.18;2033.00;0.13;0
1;wall;2290.00;13.48;2043.00;4.25;0
1;wall;2253.00;10.20;2030.00;4.35;0
1;wall;2250.00;10.53;2041.00;2.20;0
1;wall;2282.00;10.00;2005.00;4.86;0
1;wall;2286.00;10.03;2009.00;1.24;0
1;wall;2269.00;10.00;2019.00;4.26;0
1;wall;2237.00;10.03;2044.00;0.64;0
1;naval_base;2236.00;9.73;2043.00;-1.57;13645
1;naval_base;2248.00;9.63;2029.00;-1.25;11538
1;naval_base;2271.00;9.50;2012.00;-0.59;12420
1;naval_base;2258.00;9.50;2021.00;0.46;12420
1;naval_base;2251.00;9.50;2026.00;-1.11;11538
1;naval_base;2266.00;9.50;2016.00;-0.79;12420
1;naval_base;2278.00;9.63;2007.00;-1.11;12420
1;naval_base;2287.00;9.90;2003.00;0.00;13755
1;naval_base;2289.00;9.50;2003.00;0.24;13755
1;coastal_fortress;2277.00;9.63;2008.00;-1.11;0
1;coastal_fortress;2244.00;9.50;2034.00;-1.25;0
1;coastal_fortress;2264.00;9.50;2018.00;-0.79;0
1;coastal_fortress;2282.00;9.63;2002.00;0.00;0
1;coastal_fortress;2270.00;9.63;2014.00;-0.59;0
1;coastal_fortress;2248.00;9.50;2028.00;-1.11;0
1;coastal_fortress;2237.00;9.50;2038.00;0.00;0
1;coastal_fortress;2288.00;9.63;2003.00;0.24;0
1;coastal_fortress;2262.00;9.68;2025.00;0.46;0
2;scout_tower;2361.00;12.23;2027.00;2.58;0
2;anti_air_building;2350.00;11.45;2025.00;5.51;0
2;anti_air_building;2357.00;12.55;2033.00;0.43;0
2;anti_air_building;2334.00;10.28;2024.00;4.56;0
2;air_base;2337.00;10.63;2027.00;0.94;0
2;industrial_complex;2397.00;13.63;2031.00;2.50;0
2;industrial_complex;2353.00;13.10;2045.00;5.16;0
2;industrial_complex;2404.00;13.32;2022.00;3.00;0
2;industrial_complex;2375.00;13.18;2026.00;4.21;0
2;industrial_complex;2390.00;11.45;2013.00;0.94;0
2;industrial_complex;2336.00;11.75;2036.00;5.07;0
2;arms_factory;2346.00;10.50;2019.00;6.28;0
2;arms_factory;2399.00;11.60;2013.00;4.12;0
2;arms_factory;2375.00;14.98;2044.00;5.67;0
2;arms_factory;2331.00;10.57;2026.00;3.51;0
2;arms_factory;2385.00;13.28;2025.00;4.72;0
2;arms_factory;2330.00;13.28;2044.00;1.46;0
2;dockyard;2331.00;9.63;2012.00;0.64;0
2;mine;2395.00;13.18;2027.00;5.23;0
2;wall;2385.00;12.18;2019.00;3.17;0
2;wall;2369.00;13.03;2029.00;1.01;0
2;wall;2325.00;10.13;2018.00;3.68;0
2;wall;2370.00;15.20;2045.00;0.06;0
2;wall;2378.00;14.55;2036.00;1.62;0
2;wall;2324.00;11.15;2030.00;5.74;0
2;wall;2334.00;11.15;2032.00;0.67;0
2;wall;2366.00;13.93;2036.00;3.68;0
2;wall;2375.00;11.88;2019.00;1.52;0
2;wall;2384.00;15.43;2041.00;4.19;0
2;wall;2404.00;11.30;2010.00;0.57;0
2;wall;2331.00;10.18;2020.00;2.13;0
2;wall;2336.00;12.80;2045.00;6.25;0
2;wall;2387.00;14.15;2035.00;1.17;0
2;wall;2375.00;13.82;2030.00;5.30;0
2;wall;2400.00;13.30;2034.00;0.58;0
2;wall;2324.00;10.95;2028.00;3.24;0
2;wall;2339.00;10.78;2028.00;5.91;0
2;wall;2338.00;11.82;2037.00;3.74;0
2;wall;2311.00;12.40;2043.00;5.30;0
2;wall;2348.00;11.55;2032.00;1.68;0
2;wall;2348.00;10.28;2017.00;5.81;0
2;wall;2402.00;12.88;2023.00;0.74;0
2;wall;2339.00;10.25;2020.00;3.75;0
2;wall;2350.00;12.88;2042.00;0.13;0
2;wall;2319.00;12.48;2043.00;4.25;0
2;naval_base;2331.00;9.63;2012.00;0.64;13498
2;coastal_fortress;2330.00;9.95;2012.00;0.64;0
3;scout_tower;2457.00;13.90;2019.00;0.70;0
3;anti_air_building;2462.00;10.57;2041.00;4.56;0
3;anti_air_building;2479.00;10.90;2033.00;0.94;0
3;anti_air_building;2410.00;13.95;2032.00;2.50;0
3;air_base;2425.00;13.18;2043.00;5.16;0
3;industrial_complex;2482.00;10.95;2029.00;3.00;0
3;industrial_complex;2501.00;11.57;2005.00;4.21;0
